route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
30210011,2,630,Karavella Station - Geroskipou - Timi - Kouklia - Petra tou Romiou - Pissouri,,3,33CC33,000000
30210012,2,630,Pissouri - Petra tou Romiou - Kouklia - Timi - Geroskipou - Karavella Station,,3,33CC33,000000
30220011,2,631,Harbour Station - Posidonos - Geroskipou - Kouklia - Petra tou Romiou,,3,D6AA80,000000
30220012,2,631,Petra tou Romiou - Kouklia - Geroskipou - Posidonos - Harbour Station,,3,D6AA80,000000
30220021,2,631,Harbour Station - Posidonos - Geroskipou - Kouklia - Petra tou Romiou - Aphrodite Hills,,3,D6AA80,000000
30220022,2,631,Aphrodite Hills - Kouklia - Geroskipou - Posidonos - Harbour Station - Tombs of the Kings Station,,3,D6AA80,000000
30220031,2,631,Tombs of the Kings Station - Harbour Station - Posidonos - Geroskipou - Kouklia - Petra tou Romiou - Aphrodite Hills,,3,D6AA80,000000
30230011,2,632,Paphos - Geroskipou - Kouklia - Archimandrita,,3,FF80C0,000000
30230012,2,632,Archimandrita - Kouklia - Geroskipou - Paphos,,3,FF80C0,000000
30230021,2,632,Karavella St. - Tombs of the Kings St. - Geroskipou - Aphrodite Hills   - Kouklia - Archimandrita,,3,FF80C0,000000
30240011,2,633,Karavella Station - Nikoklia - Fasoula - Mamonia - Prastio - Kedares - Pretori - Filousa - Agios Nikolaos,,3,CC6600,000000
30240012,2,633,Agios Nikolaos - Filousa - Pretori - Kedares - Prastio - Mamonia - Fasoula - Nikoklia - Karavella Station,,3,CC6600,000000
30250011,2,634,Karavella Station - Choletria - Stavrokonnou - Kelokedara - Salamiou - Mesana - Arminou,,3,004000,FFFFFF
30250012,2,634,Arminou - Mesana - Salamiou - Kelokedara - Stavrokonnou - Choletria - Karavella Station,,3,004000,FFFFFF
30250021,2,634,Karavella Station - Technical School - Choletria - Stavrokonnou - Kelokedara - Salamiou - Mesana - Arminou,,3,004000,FFFFFF
30250022,2,634,Arminou - Mesana - Salamiou - Kelokedara - Stavrokonnou - Choletria - Technical School - Karavella Station,,3,004000,FFFFFF
30260011,2,635,Agios Ioannis - Trachipedoula - Stavrokonnou,,3,ACAE39,000000
30260012,2,635,Stavrokonnou - Trachipedoula - Agios Ioannis,,3,ACAE39,000000
30270011,2,636,Karavella St. - Ag. Varvara - Nata - Amargeti - Ag. Marina - Pentalia - Galataria - Kilinia - Statos - Agios Fotios,,3,1B9403,FFFFFF
30270012,2,636,Agios Fotios - Statos - Kilinia - Galataria - Pentalia - Ag. Marina - Amargeti - Nata - Ag. Varvara - Karavella St.,,3,1B9403,FFFFFF
30270021,2,636,Karavella St. - Ag. Varvara - Nata - Amargeti - Nea Pentalia - Pentalia - Galataria - Kilinia - Statos - Agios Fotios,,3,1B9403,FFFFFF
30270022,2,636,Agios Fotios - Statos - Kilinia - Galataria - Pentalia - Nea Pentalia - Amargeti - Nata - Ag. Varvara - Karavella St.,,3,1B9403,FFFFFF
30270031,2,636,Karavella St. - Technical School - Ag. Varvara - Nata - Nea Pentalia - Pentalia - Galataria - Statos - Agios Fotios,,3,1B9403,FFFFFF
30270032,2,636,Agios Fotios - Statos - Galataria - Pentalia - Nea Pentalia - Nata - Ag. Varvara - Technical School - Karavella St.,,3,1B9403,FFFFFF
30270042,2,636,Agios Fotios - Statos - Koilineia - Galataria - Pentalia - Nea Pentalia - Amargeti,,3,1B9403,FFFFFF
30280011,2,637,Karavella Station - Tsada - Polemi - Psathi - Ag. Dimitrianos - Kannaviou - Asprogia - Panagia,,3,FF33CC,FFFFFF
30280012,2,637,Panagia - Asprogia - Kannaviou - Ag. Dimitrianos - Psathi - Polemi - Tsada - Karavella Station,,3,FF33CC,FFFFFF
30280021,2,637,Karavella Station - Tsada - Polemi - Psathi - Ag. Dimitrianos - Kannaviou - Asprogia - Panagia,,3,FF33CC,FFFFFF
30280022,2,637,Panagia - Asprogia - Kannaviou - Ag. Dimitrianos - Psathi - Polemi - Tsada - Karavella Station,,3,FF33CC,FFFFFF
30280032,2,637,Panagia - Asprogia (village) - Kannaviou - Ag. Dimitrianos - Psathi - Polemi - Tsada - Karavella Station,,3,FF33CC,FFFFFF
30290011,2,638,Ag. Dimitrianos - Milia - Drinia - Drimou - Simou - Lasa - Fiti - Kritou Marottou - Ag. Dimitrianos,,3,DF32FF,FFFFFF
30300011,2,639,Karavella Station - Tsada - Kallepia - Letimpou - Lemona - Choulou,,3,0000A0,FFFFFF
30300012,2,639,Choulou - Lemona - Letimpou - Kallepia - Tsada (Main Road) - Karavella Station,,3,0000A0,FFFFFF
30310011,2,640,Polis Chrysochous - Steni - Peristerona - Filousa - Lysos,,3,8080FF,FFFFFF
30310012,2,640,Lysos - Filousa - Peristerona - Steni - Polis Chrysochous,,3,8080FF,FFFFFF
30320011,2,641,Polis Chrysochous - Terra - Kritou Terra - Inia - Droushia - Arodes - Kathikas - Theletra - Karavella Station,,3,400080,FFFFFF
30320012,2,641,Paphos - Theletra - Kathikas - Arodes - Droushia - Inia - Kritou Terra - Terra - Polis Chrysochous,,3,400080,FFFFFF
30330011,2,643A,Pachyammos - Pomos - Nea Dimmata - Ag. Marina - Argaka - Polis Chrysochous,,3,808040,000000
30330012,2,643A,Polis Chrysochous - Argaka - Ag. Marina - Nea Dimmata - Pomos - Pachyammos,,3,808040,000000
30340011,2,643B,Pachyammos - Pomos - Nea Dimmata - Ag. Marina - Pano Gialia - Argaka - Pano Argaka - Polis Chrysochous,,3,FF0000,FFFFFF
30340012,2,643B,Polis Chrysochous - Pano Argaka - Argaka - Pano Gialia - Ag. Marina - Nea Dimmata - Pomos - Pachyammos,,3,FF0000,FFFFFF
30350011,2,645,Polis Chrysochous - Chrysochou - Goudi - Choli - Skoulli - Giolou - Stroumbi - Tsada - Karavella Station,,3,FFFF80,000000
30350012,2,645,Karavella Station - Tsada - Stroumbi - Giolou - Skoulli - Choli - Goudi - Chrysochou - Polis Chrysochous,,3,FFFF80,000000
30350021,2,645,Polis Chrysochous - Chrysochou - Goudi - Choli - Skoulli - Giolou - Stroumbi - Tsada - Government Offices - Karavella St,,3,FFFF80,000000
30350022,2,645,Karavella St.- Government Offices - Tsada - Stroumbi - Giolou - Skoulli - Choli - Goudi - Chrysochou - Polis Chrysochous,,3,FFFF80,000000
30350031,2,645,Polis Chrysochous - Polis Schools - Chrysochou - Goudi - Choli - Skoulli - Giolou - Stroumbi - Tsada - Karavella St.,,3,FFFF80,000000
30350032,2,645,Karavella St. - Tsada - Stroumbi - Giolou - Skoulli - Choli - Goudi - Chrysochou - Polis Schools - Polis Chrysochous,,3,FFFF80,000000
30360011,2,646,Polis Chrysochous - Chrysochou - Goudi - Skoulli - Choli - Akourdalia - Miliou - Giolou,,3,FF80FF,000000
30360012,2,646,Giolou - Miliou - Akourdalia - Choli - Skoulli - Goudi - Chrysochou - Polis Chrysochous,,3,FF80FF,000000
30370011,2,647,Polis Chrysochous - Prodromi - Androlykou,,3,0000FF,FFFFFF
30370012,2,647,Androlykou - Prodromi - Polis Chrysochous,,3,0000FF,FFFFFF
30380011,2,648,Coral Bay - Pegia - Kathikas - Arodes - Inia - Droushia - Polis Chrysochous,,3,800080,FFFFFF
30380012,2,648,Polis Chrysochous - Droushia - Inia - Arodes - Kathikas - Pegia - Coral Bay,,3,800080,FFFFFF
30390011,2,649,Polis Chrysochous - Chrysochou - Skoulli - Giolou - Stroumpi - Tsada - L. Mesogis - Geroskipou - Timi - Pafos Airport,,3,A05A01,FFFFFF
30390012,2,649,Pafos Airport - Timi - Geroskipou - L. Mesogis - Tsada - Stroumpi - Giolou - Skoulli - Chrysochou - Polis Chrysochous,,3,A05A01,FFFFFF
30400011,2,621,Polis Chrysochous - Polis Hospital,,3,007324,FFFFFF
30400012,2,621,Polis Hospital - Polis Chrysochous,,3,007324,FFFFFF
30410011,2,607B,Karavella Station  - Chloraka - Lemba - Κissonerga - Pegeia (Akoursos),,3,8C008C,FFFFFF
30410012,2,607B,Pegeia (Akoursos) - Κissonerga -  Lemba  - Chloraka - Karavella,,3,8C008C,FFFFFF
40000011,4,101,Agia Napa (Waterpark) - Cape Greco - Konnos - Protaras - Pernera - Paralimni,,3,804040,FFFFFF
40010011,4,102,Paralimni - Pernera - Protaras - Konnos - Cape Greco - Agia Napa (Waterpark),,3,408080,FFFFFF
40020011,4,201,Luna Park-Thalassa Mus.-Ag. Napa Sq.-Nissi Ave.-Marina-Waterpark-T. Anthia-M. Kasialou-Thalassa-Ag. Napa Sq.-Luna Park,,3,0000A0,FFFFFF
40030011,4,301,Par. Sq. Station-1 Apriliou (N)-G. Papad/lou-Kappari Av.-Protara Av.-Ag Varvara Ch.-Stadiou-1 Apriliou (S)-Par. Sq. St.,,3,FF0080,FFFFFF
40040011,4,501,Deryneia (Green Line) - Frenaros - Liopetri - Waterpark - Ag. Napa - Paralimni - Gen. Hospital - Deryneia (Green Line),,3,FF0000,FFFFFF
40050011,4,502,Deryneia (Green Line) - Gen. Hospital - Paralimni - Ag. Napa - Waterpark - Liopetri - Frenaros - Deryneia (Green Line),,3,CC6600,000000
40060011,4,701,Ormideia - Xylofagou - Liopetri - Sotira - Deryneia - Famagusta Gen. Hospital - Paralimni,,3,FF33CC,FFFFFF
40060012,4,701,Paralimni - Famagusta Gen.Hospital - Deryneia - Sotira - Liopetri - Xylofagou - Ormideia,,3,FF33CC,FFFFFF
40070011,4,702,Xylotympou - Dasaki Achnas - Avgorou - Frenaros - Deryneia - Famagusta General Hospital - Paralimni,,3,FF8040,000000
40070012,4,702,Paralimni - Famagusta General Hospital - Deryneia - Frenaros - Avgorou - Dasaki Achnas - Xylotympou,,3,FF8040,000000
40080011,4,703,E.A.C. Dhekelia - Ormideia - Xylofagou - Liopetri - Sotira - Paralimni - Protaras - Konnos,,3,66FF66,000000
40080012,4,703,Konnos - Protaras - Paralimni - Sotira - Liopetri - Xylofagou - Ormideia - E.A.C. Dhekelia,,3,66FF66,000000
40090011,4,704,E.A.C. Dhekelia - Xylotympou - Ormideia - Xylofagou - Agia Napa ,,3,008000,FFFFFF
40090012,4,704,Agia Napa - Xylofagou - Ormideia - Xylotympou - E.A.C. Dhekelia,,3,008000,FFFFFF
40100011,4,705,Dasaki Achnas - Avgorou - Liopetri - Agia Napa,,3,75610B,FFFFFF
40100012,4,705,Agia Napa - Liopetri - Avgorou - Dasaki Achnas,,3,75610B,FFFFFF
40110011,4,706,Xylotympou - Dasaki Achnas - Avgorou - Frenaros - Deryneia - Paralimni - Protaras - Konnos,,3,808080,FFFFFF
40110012,4,706,Konnos - Protaras - Paralimni - Deryneia - Frenaros - Avgorou - Dasaki Achnas - Xylotympou,,3,808080,FFFFFF
40120011,4,708,Strovilia (Green Line) - Vrysoulles - Frenaros - Deryneia - Famagusta General Hospital - Paralimni - Protaras - Konnos,,3,33CC33,000000
40120012,4,708,Konnos - Protaras - Paralimni - Famagusta General Hospital - Deryneia - Frenaros - Vrysoulles - Strovilia (Green Line),,3,33CC33,000000
40130011,4,709,Strovilia (Green Line) - Vrysoulles - Frenaros - Sotira - Agia Napa,,3,8080FF,FFFFFF
40130012,4,709,Agia Napa - Sotira - Frenaros - Vrysoulles - Strovilia (Green Line),,3,8080FF,FFFFFF
40140011,4,710,Deryneia - Sotira - Agia Napa,,3,00CC99,000000
40140012,4,710,Agia Napa - Sotira - Deryneia,,3,00CC99,000000
40150011,4,711,Paralimni-Kapparis-Protaras-Konnos-Ag. Napa-Ag. Thekla Beach-Xylofagou-Ormideia-Larnaka-New Hospital-Metropolis Mall,,3,4C610A,FFFFFF
40150012,4,711,Metropolis Mall-New Hospital-Larnaka-Ormideia-Xylofagou-Ag. Thekla Beach-Ag. Napa-Konnos-Protaras-Kapparis-Paralimni,,3,4C610A,FFFFFF
40160011,4,712,Paralimni-Gen. Hospital-Deryneia-Frenaros-Vrysoulles-Avgorou-Dasaki-Xylotympou-Larnaka-New Hospital-Metropolis Mall,,3,46A5EB,FFFFFF
40160012,4,712,Metropolis Mall-New Hospital-Larnaka-Xylotympou-Dasaki-Avgorou-Vrysoulles-Frenaros-Deryneia-Gen. Hospital-Paralimni,,3,46A5EB,FFFFFF
40170011,4,714,Paralimni-Famagusta Hospital-Deryneia-Sotira-Liopetri-Xylofagou-Dhekelia-Larnaka-New Hospital-Metropolis Mall,,3,800000,FFFFFF
40170012,4,714,Metropolis Mall-New Hospital-Larnaka-Dhekelia-Xylofagou-Liopetri-Sotira-Deryneia-Famagusta Hospital-Paralimni,,3,800000,FFFFFF
40180011,4,510,Gen. Hospital - Paralimni Lyceum - Kapparis - Paralimni - Ag. Napa - Waterpark - Ag. Thekla Beach,,3,0080C0,FFFFFF
40180012,4,510,Ag. Thekla Beach - Waterpark - Ag. Napa - Paralimni - Kapparis - Paralimni Lyceum,,3,0080C0,FFFFFF
40190011,4,302,Paralimni - Pernera - Kapparis Circle Line,,3,6E9BE6,FFFFFF
40200011,4,303,Paralimni - Kapparis - Pernera - Protaras - Konnos,,3,A0A0A0,FFFFFF
40200012,4,303,Konnos - Protaras - Pernera - Kapparis - Paralimni,,3,A0A0A0,FFFFFF
40210011,4,304,Paralimni - Pernera - Protaras - Konnos,,3,FF8200,000000
40210012,4,304,Konnos - Protaras - Pernera - Paralimni,,3,FF8200,000000
40220011,4,202,Luna Park-Thalassa-Ag. Napa Sq-Nissi Av.-Ag. Napa Marina-T. Anthia-M. Kasialou-Thalassa-Ag. Napa Sq-Luna Park,,3,FF8264,000000
40230011,4,704A,E.A.C. Dhekelia - Xylofagou - Agia Napa,,3,824100,FFFFFF
40230012,4,704A,Agia Napa - Xylofagou - E.A.C. Dhekelia,,3,824100,FFFFFF
40240011,4,704B,Xylotympou - Ormideia - Xylofagou - Agia Napa,,3,FF6EBE,000000
40240012,4,704B,Agia Napa - Xylofagou - Ormideia - Xylotympou,,3,FF6EBE,000000
40250011,4,704C,Xylofagou - Agia Napa,,3,E6554B,FFFFFF
40250012,4,704C,Agia Napa - Xylofagou,,3,E6554B,FFFFFF
40260011,4,701A,Xylofagou - Liopetri - Sotira - Paralimni - Famagusta General Hospital,,3,8282FF,FFFFFF
40260012,4,701A,Paralimni - Sotira - Liopetri - Xylofagou,,3,8282FF,FFFFFF
40270011,4,712A,Paralimni - Gen. Hospital - Deryneia - Frenaros - Vrysoulles - Xylotympou - Larnaka - New Hospital,,3,0000E1,FFFFFF
40280011,4,714A,Paralimni-Famagusta Hospital-Deryneia-Sotira-Liopetri-Xylofagou-Dhekelia-Larnaka-New Hospital-Metropolis Mall,,3,EB46C8,FFFFFF
40290011,4,702A,Xylotympou - Dasaki Achnas - Avgorou - Liopetri -Frenaros - Deryneia - Famagusta General Hospital - Paralimni,,3,69AA55,FFFFFF
40290012,4,702A,Paralimni - Famagusta General Hospital - Deryneia - Frenaros - Liopetri - Avgorou - Dasaki Achnas - Xylotympou,,3,69AA55,FFFFFF
40300012,4,707,Paralimni - Deryneia - Frenaros - Vrysoulles - Avgorou,,3,008000,FFFFFF
40310011,4,709A,Vrysoulles - Frenaros - Deryneia - Paralimni - Agia Napa,,3,0080C0,FFFFFF
40320011,4,705A,Avgorou - Frenaros - Sotira - Agia Napa,,3,808040,000000
50000011,5,26,Nicosia - Pafos,,3,66FF66,000000
50000012,5,26,Pafos - Nicosia,,3,66FF66,000000
50000021,5,26,Nicosia - Choirokoitia - Pafos,,3,66FF66,000000
50000022,5,26,Pafos - Choirokoitia - Nicosia,,3,66FF66,000000
50000031,5,26,Nicosia - Agios Georgios Chavouzas - Episkopiana - CUT - Pafos,,3,66FF66,000000
50000041,5,26,Nicosia - Alampra - Pafos,,3,66FF66,000000
50000042,5,26,Pafos - Alampra - Nicosia,,3,66FF66,000000
50000051,5,26,Nicosia - Alampra - Choirokoitia - Ag. Georgios Chavouzas - Episkopiana - EAC - Pafos,,3,66FF66,000000
50000052,5,26,Pafos - CUT - EAC - Nicosia,,3,66FF66,000000
50000061,5,26,L. Akrita - Nicosia - Pafos,,3,66FF66,000000
50000062,5,26,Pafos - Nicosia - L. Akrita,,3,66FF66,000000
50000071,5,26,Nicosia - CUT - Pafos,,3,66FF66,000000
50000072,5,26,Pafos - CUT - Nicosia,,3,66FF66,000000
50010011,5,23,Nicosia - Agia Napa - Paralimni,,3,008000,FFFFFF
50010012,5,23,Paralimni - Agia Napa - Nicosia,,3,008000,FFFFFF
50010021,5,23,Nicosia - Agia Napa - Protaras - Paralimni,,3,008000,FFFFFF
50010022,5,23,Paralimni - Protaras - Agia Napa - Nicosia,,3,008000,FFFFFF
50010031,5,23,Nicosia - Alampra - Paralimni,,3,008000,FFFFFF
50010032,5,23,Paralimni - Protaras - Alampra - Nicosia,,3,008000,FFFFFF
50010042,5,23,Paralimni - Agia Napa - Alampra - Nicosia,,3,008000,FFFFFF
50010052,5,23,Paralimni - Agia Napa - Nicosia (except Gen. Hospital),,3,008000,FFFFFF
50020011,5,43,Larnaca - Agia Napa - Paralimni,,3,75610B,FFFFFF
50020012,5,43,Paralimni - Agia Napa - Larnaca,,3,75610B,FFFFFF
50030011,5,56,Limassol - Pafos,,3,FFFF00,000000
50030012,5,56,Pafos - Limassol,,3,FFFF00,000000
50030021,5,56,Limassol - Episkopiana - Pafos,,3,FFFF00,000000
50030022,5,56,Pafos - CUT - Episkopiana - Limassol,,3,FFFF00,000000
50030032,5,56,Pafos - EAC - Episkopiana - Limassol,,3,FFFF00,000000
50030041,5,56,Limassol - CUT - Pafos,,3,FFFF00,000000
50030042,5,56,Pafos - CUT - Limassol,,3,FFFF00,000000
50040011,5,45,Larnaca - Limassol,,3,8000FF,FFFFFF
50040012,5,45,Limassol - Larnaca,,3,8000FF,FFFFFF
50050011,5,36,Paralimni - Ayia Napa - Larnaca - Pafos,,3,FF8000,000000
50050012,5,36,Pafos - Larnaca - Ayia Napa - Paralimni,,3,FF8000,000000
50060011,5,25,Nicosia - Limassol,,3,FF0000,FFFFFF
50060012,5,25,Limassol - Nicosia,,3,FF0000,FFFFFF
50060021,5,25,Nicosia - Alampra - Limassol,,3,FF0000,FFFFFF
50060022,5,25,Limassol - Alampra - Nicosia,,3,FF0000,FFFFFF
50060031,5,25,Nicosia Presid. - North Limassol,,3,FF0000,FFFFFF
50060032,5,25,North Limassol - Presid. Nicosia,,3,FF0000,FFFFFF
50060041,5,25,Nicosia - North Limassol,,3,FF0000,FFFFFF
50060042,5,25,North Limassol - Nicosia,,3,FF0000,FFFFFF
50070011,5,42,Larnaca - Nicosia,,3,0000FF,FFFFFF
50070012,5,42,Nicosia - Larnaca,,3,0000FF,FFFFFF
50070021,5,42,Larnaca (Saint George) - Nicosia,,3,0000FF,FFFFFF
50070022,5,42,Nicosia - Larnaca (Saint George),,3,0000FF,FFFFFF
50070031,5,42,Larnaca - Alampra - Nicosia,,3,0000FF,FFFFFF
50070032,5,42,Nicosia - Alampra - Larnaca,,3,0000FF,FFFFFF
50070041,5,42,Larnaca (Port) - Presidential Palace - Nicosia,,3,0000FF,FFFFFF
50070042,5,42,Nicosia - Presidential Palace - Larnaca,,3,0000FF,FFFFFF
50070051,5,42,Larnaca - University of Cyprus - Nicosia,,3,0000FF,FFFFFF
50070052,5,42,Nicosia - University of Cyprus - Larnaca,,3,0000FF,FFFFFF
50080011,5,46,Larnaca - Limassol - Pafos,,3,800000,FFFFFF
50080012,5,46,Pafos - Limassol - Larnaca,,3,800000,FFFFFF
50080021,5,46,Larnaca - Limassol - CUT - Pafos,,3,800000,FFFFFF
50090011,5,64,Larnaca - Pafos,,3,FF8000,000000
50090012,5,64,Pafos - Larnaca,,3,FF8000,000000
11,9,GSP.1,GSP-Ministry of Finance,,3,00FFFF,000000
12,9,GSP.1,Ministry of Finance - GSP,,3,00FFFF,000000
100011,9,10,Makario Stadium -  Kok/thia - Makario Stadium,,3,800000,FFFFFF
110011,9,11,Isokratous - Makario Stadium - Solomou Sq.,,3,BF8F00,000000
110012,9,11,Solomou Sq. - Makario Stadium - Isokratous,,3,BF8F00,000000
120011,9,12,Al. Panagouli - Makario Stadium - Solomou Sq.,,3,99CC00,000000
120012,9,12,Solomou Sq. - Makario Stadium - Al. Panagouli,,3,99CC00,000000
130011,9,13,Makario Stadium - Solomou Sq.,,3,996600,FFFFFF
130012,9,13,Solomou Sq. - Makario Stadium,,3,996600,FFFFFF
130021,9,13,Makario Stadium - Solomou Sq,,3,996600,FFFFFF
130022,9,13,Solomou Sq - Makario Stadium,,3,996600,FFFFFF
140011,9,14,Makario Stadium - Europ. Univ. - Solomou Sq.,,3,993366,FFFFFF
140012,9,14,Solomou Sq. - European Univ. - Makario Stadium,,3,993366,FFFFFF
150011,9,15,Lakatameia - Archangelos - Makario Stadium,,3,FB4040,000000
150012,9,15,Makario Stadium - Archangelos - Lakatameia,,3,FB4040,000000
160011,9,16,Makario Stadium - Nicosia Mall,,3,FF8000,000000
160012,9,16,Nicosia Mall - Makario Stadium,,3,FF8000,000000
170021,9,17,Anthoupoli - Archangel Michael (via UNDERPASS) - Makario Stadium ,,3,BDCD24,000000
170022,9,17,Makario Stadium - Archangel Michael - TECHNICAL SCHOOL - Anthoupoli,,3,BDCD24,000000
190011,9,19,Strovolos Station - Prodromou - Solomou Square,,3,832D7D,FFFFFF
190012,9,19,Solomou Square - Prodromou - Strovolos Station,,3,832D7D,FFFFFF
220021,9,22,Strovolos Station - P.Lakatamia - Strovolos Station,,3,009900,FFFFFF
230031,9,23,Strovolos - Salaminos/Tseri - Strovolos,,3,9966FF,FFFFFF
240011,9,24,Ouranou - Konstantinoupoleos - Strovolos Station,,3,FF99FF,000000
240012,9,24,Strovolou Station - Konstantinoupoleos - Ouranou,,3,FF99FF,000000
250011,9,25,Strovolos Station - Gen. Hospital Bus Station,,3,CC3399,FFFFFF
250012,9,25,Gen. Hospital Bus Station - Strovolos Station,,3,CC3399,FFFFFF
250021,9,25,Strovolos Station - General Hospital,,3,CC3399,FFFFFF
250022,9,25,General Hospital- Strovolos Station,,3,CC3399,FFFFFF
260011,9,26,Gen. Hospital - Solomos Square,,3,FB7011,000000
260012,9,26,Solomos Square -  Gen. Hospital,,3,FB7011,000000
270011,9,27,Strovolos Station - Gen. Hospital Bus Station,,3,FF3300,FFFFFF
270012,9,27,Gen. Hospital Bus Station - Strovolos Station,,3,FF3300,FFFFFF
280011,9,28,CYTA Headquarters - Tzon Kenendy - Solomou Square,,3,FF33CC,FFFFFF
280012,9,28,Solomou Square - Tzon Kenendy - CYTA Headquarters,,3,FF33CC,FFFFFF
280021,9,28,Solomou Square - CYTA Headquarters - Solomou Square,,3,FF33CC,FFFFFF
290011,9,29,Gen. Hospital - Cyprus Pedagogical Institute / University of Cyprus,,3,663300,FFFFFF
290012,9,29,Cyprus Pedagogical Institute / University of Cyprus -  Gen. Hospital,,3,663300,FFFFFF
290021,9,29,Gen. Hospital - Cyprus Pedagogigcal Instittue - Morningside School.,,3,663300,FFFFFF
290022,9,29,Morningside school - Cyprus Pedagogical  Institute - General Hospital,,3,663300,FFFFFF
310031,9,31,Solomou Square - Kantaras/Kaimakli - Solomou Square,,3,66CCFF,FFFFFF
320011,9,32,SOPAZ - John Kennedy Avenue - Stasinou Avenue - Solomos Square,,3,52DA10,000000
320012,9,32,Solomou square - Stasinou Avenue - John Kenedy Avenue - SOPAZ,,3,52DA10,000000
330011,9,33,University of Cyprus / Aglantzia - Solomou Square,,3,6699FF,FFFFFF
330012,9,33,Solomou Square - University of Cyprus / Aglantzia,,3,6699FF,FFFFFF
360011,9,36,Geriou - Gen. Hospital Bus Station,,3,AC00AC,FFFFFF
360012,9,36,Gen. Hospital Bus Station - Geriou,,3,AC00AC,FFFFFF
360021,9,36,Geriou - Agios Eleftherios - Gen. Hospital Bus Station,,3,AC00AC,FFFFFF
360022,9,36,Gen. Hospital Bus Station - Agios Eleftherios - Geriou,,3,AC00AC,FFFFFF
380011,9,38,Gen. Hospital - Univ. of Cyprus,,3,FF33CC,FFFFFF
380012,9,38,Univ. of Cyprus - Gen. Hospital,,3,FF33CC,FFFFFF
380021,9,38,Geri Industrial Area - Gen. Hospital - University of Cyprus,,3,FF33CC,FFFFFF
380022,9,38,University of Cyprus - Gen. Hospital - Geri Industrial Area,,3,FF33CC,FFFFFF
390011,9,39,Geri - Univ. of Cyprus,,3,808000,FFFFFF
390012,9,39,Univ. of Cyprus - Geri,,3,808000,FFFFFF
410011,9,41,Makario Stadium - Univ. of Cyprus,,3,3399FF,FFFFFF
410012,9,41,Univ. of Cyprus - Makario Stadium,,3,3399FF,FFFFFF
410021,9,41,Makario Stadium - Univ. of Cyprus (via SCHOOL),,3,3399FF,FFFFFF
410022,9,41,Univ. of Cyprus - Makario Stadium (via SCHOOL),,3,3399FF,FFFFFF
420011,9,42,Makario Stadium - SOPAZ,,3,CC6600,000000
420012,9,42,SOPAZ - Makario Stadium,,3,CC6600,000000
420021,9,42,Makario Stadium - SOPAZ - University Of Cyprus,,3,CC6600,000000
420022,9,42,University Of Cyprus - SOPAZ - Makario Stadium,,3,CC6600,000000
430011,9,43,Strovolos Station - Univ. of Cyprus,,3,CC3300,FFFFFF
430012,9,43,University Of Cyprus - Strovolos Station,,3,CC3300,FFFFFF
440011,9,44,Strovolos St. - Univ. Of Cyprus,,3,FF5050,000000
440012,9,44,Univ. of Cyprus - Strovolos St.,,3,FF5050,000000
440021,9,44,Makario Stadium - Strovolos - University Of Cyprus,,3,FF5050,000000
440022,9,44,University Of Cyprus - Strovolos - Makario Stadium,,3,FF5050,000000
440031,9,44,Makario Stadium - Strovolos - University Of Cyprus,,3,FF5050,000000
440032,9,44,University Of Cyprus - Strovolos - Makario Stadıum,,3,FF5050,000000
460011,9,46,Makario Bus Station - Strovolos St.- Univ. of Cyprus,,3,00CC00,000000
460012,9,46,Univ. of Cyprus - Strovolos St.- Makario Bus Station,,3,00CC00,000000
470011,9,47,Makario Stadium - Gen. Hospital,,3,7030A0,FFFFFF
470012,9,47,Gen. Hospital - Makario Stadium,,3,7030A0,FFFFFF
480011,9,48,Anthoupoli - Univ. of Cyprus,,3,00CC99,000000
480012,9,48,Univ. of Cyprus - Anthoupoli,,3,00CC99,000000
500011,9,50,Agia Anna - Psevda - Alampra Bus Station,,3,0000FF,FFFFFF
500012,9,50,Alampra Bus Station - Psevda - Agia Anna,,3,0000FF,FFFFFF
510011,9,51,Sia - Mosfiloti - Alampra - Alampra Bus Station,,3,FF0080,FFFFFF
510012,9,51,Alampra Bus Station - Alampra - Mosfiloti - Sia,,3,FF0080,FFFFFF
520011,9,52,Potamia - Dali - Alampra Bus Station,,3,0080C0,FFFFFF
520012,9,52,Alampra Bus Station - Dali - Potamia,,3,0080C0,FFFFFF
520021,9,52,Potamia - Dali - Pera Chorio - Alampra Bus Station,,3,0080C0,FFFFFF
520022,9,52,Alampra - Pera Chorio - Dali - Potamia ,,3,0080C0,FFFFFF
530011,9,53,Pyrga - Kornos - Alampra Bus Station,,3,FF80FF,000000
530012,9,53,Alampra Bus Station - Kornos - Pyrga,,3,FF80FF,000000
540011,9,54,Lythrodontas - Mathiatis - Ag. Varvara - Alampra Bus Station,,3,808000,FFFFFF
540012,9,54,Alampra Bus Station - Ag. Varvara - Mathiatis - Lythrodontas,,3,808000,FFFFFF
540021,9,54,Lythrodontas  (Dorou Loizou) - Mathiatis - Ag. Varvara - Alampra Bus St,,3,808000,FFFFFF
540022,9,54,Alampra Bus St- Ag. Varvara - Mathiatis - Lythrodontas (Dorou Loizou),,3,808000,FFFFFF
560011,9,56,Athienou - Lympia - Alampra Bus Station,,3,408080,FFFFFF
560012,9,56,Alampra Bus Station - Lympia - Athienou,,3,408080,FFFFFF
560021,9,56,Athienou - Alampra Bus Station (via HIGHWAY),,3,408080,FFFFFF
